,评论
397,没有邀请，也想回答一波。我从老师、家长、学生三个角度举例说明。老师：我校作为一个教育自愿公平新时代的产物，教师缺口较大，为了让城乡结合部（大家称为新区）的孩子们享受到优质的教育资源，我们竭尽全力从市区里聘请优秀教师，从教师的培养大学招聘。我们对外的宣传是：月薪过万、单人公寓。教师职业+月薪过万=yyds（应届毕业生眼里），他们以为每天朝九晚五，上好自己的课就行，每月轻松过万。可是，9月3日当天，三位老师崩溃了，午休期间当着学生的面哭得梨花带雨，惊到领导都过去了，一问原来是受不了这个压力，早上6点起，下午学生正常放学是4:15，双减下来后，得，晚上6:05开始放学，还要分批次放学，直到7:30学生才能彻底离校，此时的老师才开始备课磨课等。开学的第一个周末，学校老师给心理老师发来私信，称自己闭眼就是学生，晚上睡不着，白天没时间吃饭也吃不下饭，觉得自己快抑郁了，寻求心理辅导。听兄弟学校的老师说，9月开教代会的时候，他们的心理老师说需要心理疏导，压力太大，撑不住了。初中老师找我请假，哭着说“我孩子刚上一年级，我已经两周没回过家了，我没接送过孩子，这到底什么时候是个头”。那双减前老师就真的可以朝九晚五，月薪过万吗？不！完全不，双减给了老师一个名正言顺集体加班的“机会”。家长：面对双减，大部分家长是很开心的，家长满意度高达97.5%。首先，我想问问，目前三胎政策下，都是哪个群体在生娃？如果这个问题想通了，那自然明白为什么家长满意度高达97.5%，每学期只需140，作业不用自己辅导了，辅导班也不用报了，也不会比成绩了，自己轻松了多少。剩下的2.5%的家长，双减对他们以及他们的孩子来说几乎没有影响。不过话说回来，作为一名教师，未来如果我有小孩，也要面对双减政策，我大概率不会让我的小孩参加课后延时，因为我不能让他在长身体阶段，用10分钟快速吃完晚饭，还没尝到味道，饭已经在胃里了。学生:有一个刚升初一的学生给我说：“老师，上了初中后压力好大呀，回去的越来越晚，回去还要写作业，我晚上12点才睡，早上又要早早起床”。这里你们可能有疑问，不是减负吗，为什么写作业到12点，因为家长觉得学校布置的作业不够呀，他会单独给孩子再买大量的练习册，私下报大量辅导课，自然越睡越晚了。哦对，原来学校注重德育，每周都有各种各样的德育活动，老师也很积极组织学生参与，但是9月开学至今，我校群内消息再无人主动回复，必须强制，老师才会回复一下下，他们是没礼貌吗？不是，他们真的没精力，他们关于学校、学生、家长的群置顶的平均不下10个。
398,双减政策的出发点是好的。但是学科类辅导需要在工作日时间，换句话说兴趣班就要在晚上。小孩子晚上除了上辅导班，还要做家庭作业（不是笔试作业，比如背课文），晚上睡觉就很晚了。有人会说，可以不参加学科辅导，但是对于整体成绩落后的学生，还是想跟上平均成绩的。现在学校是不用学分制了，但是班内的各种表扬，也会刺激到学生的好胜心。学科类兴趣班在晚上学习，休息日可以在家复习，的确是一件好事。学校内老师是说到了规定时间可以不用做作业，保证睡眠时间。但是对于孩子来说，不做完作业，就不会得到表扬，孩子自己都会要求完成作业。为什么不能把学科类辅导时间放在休息天呢？休息天时间充裕，孩子可以根据自己的时间选择辅导时间。也能保证休息天在外玩耍1小时。
399,呵，这问题真巧了去了。昨天下午4点我刚去开了家长会，老师在前面让家长填五项管理的反馈表，大张旗鼓的让我们填老师规定的答案，你说成效如何？意见全部填无，选择都是按国家教育五项管理的标准填，大家为了孩子这个反馈表填的都是一样的那些五项管理的工作人员不怀疑吗？麻烦五项管理真正落实，而不是纸上功夫，另外听说第九督察组来山东了，会不会到山东德州陵县呢？
400,教育本来是一个长期持续的工作，新闻中描述到2021年9月22日共收到5737.7万份家长问卷，此时距离2021年7月24日双减政策出台仅仅2个月，距离2021年9月1日中小学普遍开学仅仅3周，就迫不及待地要发问卷收集民意？十年树木，百年树人，希望真的能记得这个道理。
401,你这个调查表是不是只有2个选项？一个很满意，一个非常满意？
402,好像前一阵子有个投票链接，师生群里都在转发，主要就是问老师有没有布置作业，有没有强制买教辅，是否满意之类的。我估计信息就是从这个地方统计出来的。
403,在火车上记者采访乘客，大家都买到票了吗？乘客兴高采烈：是的，我们都买到票了！
404,能有50%的家长在高考的时候能对减负满意就好，哦不对，这97.5%的家庭的孩子里有一半去职高都不参加高考。
405,对97.5%的准确性我就不评价了，懂得都懂，但是对政策本身，还是有值得称道的地方的（对家长来说），第一，早上到校时间从7点40，改为8点10分，这个确实宽松了一些，早上起床不用那么紧张了，以前是7点50以后到校就要被批评；第二，下午放学时间从3点半改为了5点半，以前是可以选择到4点半放学，但是让家长轮流去给看孩子，没多少人去报名那个延时班，因为晚那一个小时没多大用，一样没法下班接孩子，现在改成5点半放学后，有些家长就可以自己接孩子，不用参加托管班了；第三，可以自由选择下午是3点半还是5点半放学，也就是你如果还想3点半放学也没问题（找老师申请必同意，也是符合规定的，我觉得老师也是希望孩子早走，毕竟多个孩子在学校就要多点责任），晚上有补课班的，比如现在一般是晚上6点到8点半补课，你就可以选择3点半放学，要是5点半放学是紧张点，不过离得近的话也来得及。要说不好的方面就是周末不让补学科，那就都得平时晚上补，等于加重了平时的负担（不过有的孩子以前平时也天天补课，周末还补），周末就只能上美术，钢琴等非学科课外班了。
406,讲一个故事，一个小孩子的故事，但却代表了很大一部分小县城甚至十八线城市中部分孩子的情况。这个甚至这类故事里面，其实每个人都是按照和周围人类似的方式行事，换句话说就是大家不都是这样的情况，这样的作法？但故事不一定会完全按照期望的方向走，就像绝大部分的人的命运其实也不是按照自己期待的剧本走。所以短期额减负情况，是否适合这部分孩子，只是时间的问题。这个小孩的故事是这样的。小孩的父母从年轻时就去了千里之外的沿海城市拼搏，跨省农村的老家，有爷爷奶奶以及小孩的姐姐，相比从小就送回老家的姐姐来说，这个小孩是在要准备上小学的时候才离开了父母，老家还有姐姐的陪伴，而且家里的经济条件在当地还是比较好的，所以爷爷奶奶也有更多的精力照顾姐弟两人。为了让孩子有更好的读书环境，在小孩小学时父母就特意购置了县城的学区房，几天就完成了买房的所有手续，毕竟对于在外拼搏的人来说，一年中几天短暂的回乡时间主要还是陪伴父母和小孩，全款购房后开发商赠送了一部当时性能较好的智能手机，父母也就留给了小孩，之后随着房子装修完成，手机也有了更加流畅的WIFI空间。这位小孩故事没有按照家人期望的剧本发展，转折点可能就是这部手机以及那个WIFI满格的空间。先说说手机，开始说的那部手机早玩废了，期间还替换了几部手机。小学时，毕竟还是小学生，手机只能是周末回到农村老家后，才能拿到手，周末成了玩手机的专属时间，农村的信号确实也不是太好，但影响也是存在的；初中阶段在县城读书，住到了县城的房子里，放学后就能摸到手机，而且有满格的WIFI，几乎就是从这个阶段开始，小孩的生物钟慢慢地发生改变，也不用仅限于手机游戏、电影、小视频也可以轻松熬到天亮，晚上通宵，白天上课反倒成了睡觉时间；现在，小孩的高中在县城边上的镇上，要求住校，这时候小孩手里的手机估计至少有三部，一部因为进入学校就要上交，周末还给学生用半天左右，还有一部手机就是藏起来玩的，曾被老师没收过一部手机，但依然没耽误晚上玩，毕竟现在哪个小孩手里的生活费都不少，而一部智能手机也确实很便宜，等晚上查寝老师走后，那才是一天中最精神、最清醒的时候。其实，小孩学习的情况包括白天上课睡觉的情况，初中时的老师就曾对家长反馈过，白天混混沌沌的原因，多数都是因为夜晚被手机占领。再说说学区房。买学区房的时候父母确实是为了小孩学业做的投资，但手机已经先入为主。小升初，成绩没有进入预想的学校，学区房的作用也就没有实现，好在成绩还不是太差，进入了同县另一所分数要求相对低的中学，学区房变成了方便住宿的自用房，每日公交车往返；三年后，中考，这次的成绩连差强人意的水平也达不到，因为分数太低，为了能上高中全家发动，颇费周折之后最后终于进入了县城外的镇上高中，距离学区房更加远了，因为高中要求住校，每月放两天的假期，而小孩两天的假期也不会回农村老家看看爷爷奶奶，因为农村没有WIFI，信号也不好。即使是这个剧本中，故事里的姐姐，在小孩长大的过程中，姐姐已经历过了高考，大学毕业时又是优秀毕业生，可能也是因为姐姐的懂事和自律，大家自然而然地认为，小孩也会延续这样的情况吧！毕竟剧本的基本情况类似，演员也类似，只是小孩的成长环境和条件相对更好，所以一家人的生活都维持着原样，姐姐继续求学，父母继续异乡打拼，爷爷奶奶继续照顾小孩照顾自己。聚少离多的日子里，姐姐开始了自己的人生新剧本，小孩也已经慢慢地长大，爷爷奶奶也慢慢地变老，父母又远在异乡。可是在配置完备的学区房中，完全是一片自由的时光。当家长终于感觉到，小孩可能和姐姐自律的情况不同的时候，小孩已是要进入高中的阶段了。现在家长更头疼的是，刚进入高中才一年，已经多次收到学校约见家长的电话，班主任给家长反馈的是，一个月上课的时间里，教务处有22天记录该名学生课堂睡觉。当家长来学校，小孩站在旁边挨训时还能勉强睁开眼睛，一旦离开办公室坐在回家的车上，立马又睡着了。长期的熬夜，不规律的作息，除了身体的消瘦，白天的精气神很难在线。对于目前这个年龄断的孩子来说，和减负已经没多大关系，但还再减负阶段的孩子，属于他们的剧本又是怎样安排的呢？一边是晒录取通知书，一边是被“废”掉的那些小孩
